uq_problem_idx,num_steps,judge_probability,solved,generated_tokens
algebra_657,4,0.527668297290802,1,15
algebra_657,5,0.4532273709774017,1,6
algebra_657,6,0.2717685401439667,1,7
algebra_658,1,0.9934695959091188,1,10
algebra_658,2,0.9695639610290528,1,10
algebra_658,3,0.972559094429016,1,18
algebra_658,4,0.9538728594779968,1,11
algebra_658,5,0.9843287467956544,1,10
algebra_658,6,0.988097369670868,1,12
algebra_658,7,0.9920899868011476,1,6
algebra_659,1,0.9522523283958436,0,11
algebra_659,2,0.9627755880355836,0,5
algebra_659,3,0.957345187664032,0,10
algebra_659,4,0.9609821438789368,0,9
algebra_659,5,0.9376505613327026,0,6
algebra_659,6,0.861706018447876,0,8
algebra_659,7,0.8167123794555664,0,10
algebra_659,8,0.8874422311782837,0,8
algebra_659,9,0.7812562584877014,0,10
algebra_660,1,0.9448209404945374,0,9
algebra_660,2,0.874046802520752,0,16
algebra_660,3,0.743412971496582,0,13
algebra_660,4,0.5797894597053528,0,13
algebra_660,5,0.6975743174552917,0,9
algebra_660,6,0.6669307947158813,0,11
algebra_660,7,0.560060441493988,0,13
algebra_660,8,0.4573203921318054,0,13
algebra_660,9,0.4837827682495117,0,18
algebra_660,10,0.4898061752319336,0,17
algebra_660,11,0.3787597417831421,0,14
algebra_660,12,0.251770943403244,0,22
algebra_661,1,0.9277318716049194,1,21
algebra_661,2,0.7930787205696106,1,16
algebra_661,3,0.7945929765701294,1,20
algebra_661,4,0.6665531992912292,1,14
algebra_661,5,0.7270108461380005,1,9
algebra_661,6,0.7056479454040527,1,10
algebra_661,7,0.69034343957901,1,5
algebra_661,8,0.7474769949913025,1,15
algebra_661,9,0.6598522663116455,1,15
algebra_661,10,0.6470986008644104,1,15
algebra_662,1,0.9178670048713684,0,18
algebra_662,2,0.8716475367546082,0,9
algebra_662,3,0.7816387414932251,0,12
algebra_662,4,0.7647502422332764,0,13
algebra_662,5,0.5630232095718384,0,10
algebra_662,6,0.5273935794830322,0,8
algebra_662,7,0.4547710120677948,0,13
algebra_662,8,0.496949702501297,0,6
algebra_662,9,0.4970517456531524,0,15
algebra_662,10,0.5647615194320679,0,20
algebra_662,11,0.3336096405982971,0,14
algebra_662,12,0.3282252848148346,0,8
algebra_662,13,0.2744033932685852,0,11
algebra_663,1,0.9741595983505248,0,8
algebra_663,2,0.9455649852752686,0,6
algebra_663,3,0.9476187229156494,0,12
algebra_663,4,0.904460310935974,0,9
algebra_663,5,0.8982143402099609,0,5
algebra_663,6,0.9417785406112672,0,15
algebra_663,7,0.9527554512023926,0,5
algebra_663,8,0.9504902958869934,0,17
algebra_663,9,0.9390815496444702,0,15
algebra_663,10,0.9281368851661682,0,5
algebra_663,11,0.9256222248077391,0,17
algebra_663,12,0.9271467924118042,0,9
algebra_664,1,0.9768692851066588,1,23
algebra_664,2,0.9484272003173828,1,13
algebra_664,3,0.9350221157073976,1,12
algebra_664,4,0.6749202609062195,1,13
algebra_664,5,0.4264695048332214,1,8
algebra_664,6,0.4566866159439087,1,11
algebra_664,7,0.4844534397125244,1,21
algebra_664,8,0.4949628412723541,1,7
algebra_665,1,0.7771492600440979,0,18
algebra_665,2,0.7537935376167297,0,19
algebra_665,3,0.7946695685386658,0,8
algebra_665,4,0.8226849436759949,0,8
algebra_665,5,0.7568356394767761,0,6
algebra_665,6,0.7294753789901733,0,5
algebra_665,7,0.6540325284004211,0,7
algebra_665,8,0.3589505851268768,0,7
algebra_665,9,0.2693571448326111,0,8
algebra_665,10,0.2431661337614059,0,14
algebra_666,1,0.9205656051635742,1,10
algebra_666,2,0.8352857828140259,1,11
algebra_666,3,0.7090533375740051,1,7
algebra_666,4,0.7448249459266663,1,10
algebra_666,5,0.7151050567626953,1,10
algebra_666,6,0.5363247394561768,1,10
algebra_666,7,0.6833691596984863,1,10
algebra_666,8,0.7904952764511108,1,13
algebra_666,9,0.7594080567359924,1,5
algebra_666,10,0.5350244045257568,1,12
algebra_667,1,0.9528123140335084,1,8
algebra_667,2,0.9728323817253112,1,10
algebra_667,3,0.6660311222076416,1,7
algebra_667,4,0.4830234944820404,1,6
algebra_667,5,0.3220635652542114,1,7
algebra_667,6,0.2219798564910888,1,7
algebra_667,7,0.1436518877744674,1,7
algebra_668,1,0.9861627221107484,1,14
algebra_668,2,0.96904456615448,1,14
algebra_668,3,0.9510096311569214,1,16
algebra_668,4,0.79913729429245,1,6
algebra_668,5,0.8333818316459656,1,5
algebra_668,6,0.7951776385307312,1,7
algebra_668,7,0.7429072856903076,1,3
algebra_668,8,0.7153747081756592,1,6
algebra_668,9,0.2543378174304962,1,6
algebra_669,1,0.995952844619751,0,25
algebra_669,2,0.9845663905143738,0,17
algebra_669,3,0.979802668094635,0,11
algebra_669,4,0.9677199721336364,0,10
algebra_669,5,0.935671865940094,0,7
algebra_669,6,0.9161359667778016,0,6
algebra_670,1,0.8176938891410828,0,18
algebra_670,2,0.7820431590080261,0,16
algebra_670,3,0.8574433922767639,0,13
algebra_670,4,0.8018885850906372,0,19
algebra_670,5,0.8172203302383423,0,18
algebra_670,6,0.854032576084137,0,11
algebra_670,7,0.7172451615333557,0,18
algebra_671,1,0.9807555079460144,0,9
algebra_671,2,0.9232585430145264,0,9
algebra_671,3,0.961938738822937,0,12
algebra_671,4,0.9477626085281372,0,16
algebra_671,5,0.95403254032135,0,10
algebra_671,6,0.945880115032196,0,9
algebra_671,7,0.9173926115036012,0,9
algebra_671,8,0.8625991940498352,0,9
algebra_671,9,0.8683456778526306,0,7
algebra_671,10,0.8816479444503784,0,5
algebra_672,1,0.9242417216300964,0,16
algebra_672,2,0.8874265551567078,0,16
algebra_672,3,0.8701002597808838,0,16
algebra_672,4,0.8852224946022034,0,16
algebra_672,5,0.8152853846549988,0,19
algebra_672,6,0.8257931470870972,0,12
algebra_673,1,0.9910372495651244,1,10
algebra_673,2,0.993212342262268,1,9
algebra_673,3,0.9836769104003906,1,9
algebra_673,4,0.9765753149986268,1,11
algebra_673,5,0.9767852425575256,1,7
algebra_673,6,0.9788777232170104,1,5
algebra_674,1,0.6049232482910156,1,9
algebra_674,2,0.838602602481842,1,5
algebra_674,3,0.8595463633537292,1,5
algebra_674,4,0.8426530957221985,1,12
algebra_674,5,0.7674475908279419,1,10
algebra_674,6,0.5803743004798889,1,10
algebra_674,7,0.3711570799350738,1,9
algebra_674,8,0.4055691957473755,1,11
algebra_675,1,0.979950189590454,0,14
algebra_675,2,0.9833130240440368,0,15
algebra_675,3,0.9657463431358336,0,13
algebra_675,4,0.962535798549652,0,8
algebra_675,5,0.9222029447555542,0,12
algebra_675,6,0.946785569190979,0,12
algebra_675,7,0.9569002985954284,0,12
algebra_676,1,0.8681104183197021,0,13
algebra_676,2,0.7248520255088806,0,12
algebra_676,3,0.5098029971122742,0,15
algebra_676,4,0.4836045801639557,0,10
algebra_676,5,0.7712669372558594,0,9
algebra_677,1,0.9962789416313172,1,12
algebra_677,2,0.9911444783210754,1,15
algebra_677,3,0.9865086674690248,1,10
algebra_677,4,0.9362443685531616,1,11
algebra_677,5,0.9393575191497804,1,7
algebra_677,6,0.8870959281921387,1,7
algebra_678,1,0.9687974452972412,1,4
algebra_678,2,0.9541459679603576,1,9
algebra_678,3,0.9230788350105286,1,4
algebra_678,4,0.9618860483169556,1,9
algebra_678,5,0.9530375599861144,1,6
algebra_678,6,0.984667956829071,1,7
algebra_679,1,0.9953676462173462,1,14
algebra_679,2,0.9282005429267884,1,11
algebra_679,3,0.8909015655517578,1,11
algebra_679,4,0.8192880749702454,1,9
algebra_679,5,0.8648954629898071,1,5
algebra_679,6,0.3502129912376404,1,12
algebra_679,7,0.4578160345554352,1,17
algebra_679,8,0.4317503273487091,1,10
algebra_680,1,0.9656314849853516,1,11
algebra_680,2,0.9701697826385498,1,18
algebra_680,3,0.951252281665802,1,12
algebra_680,4,0.6977026462554932,1,13
algebra_680,5,0.8165987133979797,1,10
algebra_680,6,0.8776078224182129,1,12
algebra_680,7,0.6897767782211304,1,16
algebra_680,8,0.6992371082305908,1,16
algebra_680,9,0.6868690848350525,1,8
algebra_680,10,0.6709225177764893,1,17
algebra_680,11,0.7692041993141174,1,10
algebra_681,1,0.4407757520675659,0,11
algebra_681,2,0.3390898704528808,0,6
algebra_681,3,0.2847476899623871,0,11
algebra_681,4,0.2222115397453308,0,5
algebra_681,5,0.2406644374132156,0,4
algebra_681,6,0.1997555345296859,0,11
algebra_681,7,0.1718515902757644,0,3
algebra_681,8,0.1821258962154388,0,4
algebra_682,1,0.99049711227417,0,19
algebra_682,2,0.9874918460845948,0,12
algebra_682,3,0.9662027359008788,0,16
algebra_682,4,0.9125944972038268,0,22
algebra_682,5,0.8503758907318115,0,13
algebra_682,6,0.7574518322944641,0,12
algebra_682,7,0.8168039917945862,0,10
algebra_682,8,0.8071273565292358,0,11
algebra_682,9,0.7943494319915771,0,16
algebra_682,10,0.7805916666984558,0,9
algebra_682,11,0.6862940788269043,0,13
algebra_682,12,0.4201520681381225,0,11
algebra_682,13,0.5023927688598633,0,13
algebra_682,14,0.5264587998390198,0,9
algebra_683,1,0.905487060546875,0,11
algebra_683,2,0.7822020649909973,0,11
algebra_683,3,0.7501025199890137,0,11
algebra_683,4,0.7618950605392456,0,9
algebra_683,5,0.7628338932991028,0,9
algebra_683,6,0.67799311876297,0,5
algebra_683,7,0.6294917464256287,0,11
algebra_684,1,0.8900699019432068,1,15
algebra_684,2,0.9226846694946288,1,20
algebra_684,3,0.931246817111969,1,9
algebra_684,4,0.8956398963928223,1,8
algebra_684,5,0.8201101422309875,1,10
algebra_684,6,0.8403531908988953,1,10
algebra_684,7,0.8358781933784485,1,10
algebra_684,8,0.8763381242752075,1,14
algebra_685,1,0.9123824834823608,1,26
algebra_685,2,0.8748673796653748,1,19
algebra_685,3,0.8310337662696838,1,20
algebra_685,4,0.796151340007782,1,3
algebra_685,5,0.5561702847480774,1,4
algebra_685,6,0.5361743569374084,1,5
algebra_685,7,0.5412023663520813,1,6
algebra_685,8,0.1966203451156616,1,6
algebra_686,1,0.9106719493865968,0,24
algebra_686,2,0.8523350954055786,0,8
algebra_686,3,0.851503312587738,0,14
algebra_686,4,0.8058629631996155,0,12
algebra_686,5,0.7610993385314941,0,12
algebra_686,6,0.7611915469169617,0,13
algebra_686,7,0.5720369815826416,0,8
algebra_686,8,0.5600515007972717,0,16
algebra_686,9,0.5686333775520325,0,7
algebra_686,10,0.3457927405834198,0,11
algebra_687,1,0.9654427766799928,1,13
algebra_687,2,0.9732761979103088,1,7
algebra_687,3,0.92990243434906,1,11
algebra_687,4,0.9387959837913512,1,7
algebra_687,5,0.9155134558677672,1,8
algebra_687,6,0.9108139872550964,1,11
algebra_687,7,0.9081861972808838,1,9
algebra_687,8,0.8845269680023193,1,8
algebra_687,9,0.8506094813346863,1,10
algebra_687,10,0.7254742980003357,1,16
algebra_687,11,0.7715837955474854,1,10
algebra_687,12,0.838498592376709,1,8
algebra_688,1,0.9646627306938172,0,13
algebra_688,2,0.9521793723106384,0,7
algebra_688,3,0.9624117612838744,0,8
algebra_688,4,0.966552436351776,0,6
algebra_688,5,0.9129469990730286,0,13
algebra_688,6,0.5997269153594971,0,13
algebra_688,7,0.5674774050712585,0,13
algebra_688,8,0.6268382668495178,0,17
algebra_689,1,0.8597909212112427,1,15
algebra_689,2,0.7897557616233826,1,8
algebra_689,3,0.9068721532821656,1,10
algebra_689,4,0.8125671148300171,1,10
algebra_689,5,0.8203030824661255,1,11
algebra_689,6,0.7151155471801758,1,10
algebra_689,7,0.7044934034347534,1,9
algebra_690,1,0.8898152709007263,1,7
algebra_690,2,0.8624541759490967,1,9
algebra_690,3,0.8583154678344727,1,7
algebra_690,4,0.7800685167312622,1,10
algebra_690,5,0.8400240540504456,1,8
algebra_690,6,0.7721705436706543,1,9
algebra_690,7,0.7686843872070312,1,9
algebra_690,8,0.5415589213371277,1,7
algebra_690,9,0.4346581399440765,1,10
algebra_690,10,0.4487980604171753,1,10
algebra_690,11,0.5200854539871216,1,10
algebra_690,12,0.5575051307678223,1,8
algebra_690,13,0.6305084824562073,1,6
algebra_690,14,0.6257208585739136,1,5
algebra_690,15,0.654005765914917,1,10
algebra_691,1,0.9921172261238098,1,5
algebra_691,2,0.9950430393218994,1,7
algebra_691,3,0.5649720430374146,1,9
algebra_691,4,0.6216163039207458,1,8
algebra_692,1,0.9843186736106871,1,9
algebra_692,2,0.9572513699531556,1,8
algebra_692,3,0.9826080203056335,1,9
algebra_692,4,0.9729154109954834,1,8
algebra_692,5,0.9040362238883972,1,8
algebra_692,6,0.8297317028045654,1,10
algebra_692,7,0.8206632733345032,1,10
algebra_692,8,0.7954676151275635,1,9
algebra_692,9,0.8037455081939697,1,8
algebra_692,10,0.7686918377876282,1,8
algebra_692,11,0.7568791508674622,1,8
algebra_692,12,0.7141844034194946,1,8
algebra_692,13,0.7780072689056396,1,8
algebra_692,14,0.7899153828620911,1,10
algebra_692,15,0.8267363905906677,1,8
algebra_692,16,0.796507716178894,1,11
algebra_693,1,0.9802873730659484,1,13
algebra_693,2,0.9181877970695496,1,11
algebra_693,3,0.4621795415878296,1,7
algebra_693,4,0.3192150592803955,1,6
algebra_693,5,0.4555794298648834,1,6
algebra_693,6,0.367107629776001,1,4
algebra_693,7,0.2997781634330749,1,6
algebra_694,1,0.9976377487182616,1,10
algebra_694,2,0.9917805790901184,1,9
algebra_694,3,0.5473803877830505,1,5
algebra_694,4,0.2853595018386841,1,6
algebra_695,1,0.99629008769989,1,19
algebra_695,2,0.9898453950881958,1,13
algebra_695,3,0.7613722085952759,1,12
algebra_695,4,0.4324912428855896,1,8
algebra_695,5,0.5211770534515381,1,20
algebra_695,6,0.5327792763710022,1,10
algebra_695,7,0.4532391726970672,1,14
algebra_695,8,0.4860656559467315,1,10
algebra_695,9,0.4039759933948517,1,17
algebra_695,10,0.2899219095706939,1,6
algebra_696,1,0.8207706809043884,0,27
algebra_696,2,0.8378704190254211,0,5
algebra_696,3,0.8423040509223938,0,13
algebra_697,1,0.9601929783821106,1,17
algebra_697,2,0.9636879563331604,1,7
algebra_697,3,0.9612630605697632,1,14
algebra_697,4,0.9768412709236144,1,14
algebra_697,5,0.9839538335800172,1,18
algebra_697,6,0.9595706462860109,1,10
algebra_698,1,0.9767169952392578,1,23
algebra_698,2,0.9878009557724,1,13
algebra_698,3,0.9820823073387146,1,14
algebra_698,4,0.7012869715690613,1,10
algebra_698,5,0.7789191007614136,1,10
algebra_698,6,0.4946367442607879,1,8
algebra_698,7,0.5597159266471863,1,18
algebra_698,8,0.5985734462738037,1,9
algebra_699,1,0.9939224123954772,1,10
algebra_699,2,0.976500928401947,1,9
algebra_699,3,0.9801743030548096,1,9
algebra_699,4,0.6495569348335266,1,5
algebra_699,5,0.8207715749740601,1,10
algebra_699,6,0.6995026469230652,1,7
algebra_699,7,0.7758868932723999,1,7
algebra_699,8,0.5195537209510803,1,5
algebra_700,1,0.957542359828949,0,9
algebra_700,2,0.9235562682151794,0,7
algebra_700,3,0.7927257418632507,0,9
algebra_700,4,0.8482643365859985,0,11
algebra_700,5,0.8521677255630493,0,8
algebra_700,6,0.0809311792254448,0,8
algebra_701,1,0.9802144765853882,0,16
algebra_701,2,0.9689412713050842,0,11
algebra_701,3,0.9565330147743224,0,16
algebra_701,4,0.6178549528121948,0,11
algebra_701,5,0.5769838094711304,0,16
algebra_701,6,0.5996403694152832,0,11
algebra_701,7,0.5624032020568848,0,16
algebra_701,8,0.5939971208572388,0,20
algebra_701,9,0.6089733839035034,0,5
algebra_701,10,0.2453091591596603,0,10
algebra_701,11,0.3310889005661011,0,15
algebra_701,12,0.3917953968048095,0,8
algebra_702,1,0.9227638244628906,1,30
algebra_702,2,0.8765039443969727,1,13
algebra_702,3,0.8589096665382385,1,29
algebra_702,4,0.8532596230506897,1,14
algebra_702,5,0.7758228182792664,1,6
algebra_703,1,0.9877914190292358,1,11
algebra_703,2,0.9783080220222472,1,11
algebra_703,3,0.8556076884269714,1,13
algebra_703,4,0.8204475045204163,1,14
algebra_703,5,0.8778797388076782,1,14
algebra_703,6,0.884878933429718,1,8
algebra_704,1,0.9236233830451964,0,13
algebra_704,2,0.9145496487617492,0,19
algebra_704,3,0.9464799165725708,0,20
algebra_704,4,0.9426096081733704,0,11
algebra_704,5,0.9649838209152222,0,11
algebra_704,6,0.9228820204734802,0,9
algebra_704,7,0.926765203475952,0,15
algebra_704,8,0.9496564865112304,0,27
algebra_704,9,0.9368223547935486,0,9
algebra_704,10,0.1064122319221496,0,20
algebra_705,1,0.942648470401764,1,11
algebra_705,2,0.965332806110382,1,14
algebra_705,3,0.9841936230659484,1,14
algebra_705,4,0.9796451330184937,1,14
algebra_705,5,0.9750630855560304,1,14
algebra_705,6,0.9708465337753296,1,14
algebra_705,7,0.960445523262024,1,14
algebra_705,8,0.9625943899154664,1,14
algebra_705,9,0.9708629250526428,1,14
algebra_705,10,0.9723739624023438,1,14
algebra_705,11,0.8927181959152222,1,26
algebra_705,12,0.8253797888755798,1,6
algebra_706,1,0.9881250858306884,1,8
algebra_706,2,0.9888856410980223,1,5
algebra_706,3,0.9000361561775208,1,7
algebra_706,4,0.7510281205177307,1,14
algebra_706,5,0.749198317527771,1,7
algebra_706,6,0.6567403674125671,1,9
algebra_706,7,0.7523581385612488,1,8
algebra_706,8,0.8113933205604553,1,5
algebra_707,1,0.8462859392166138,0,15
algebra_707,2,0.8123607635498047,0,9
algebra_707,3,0.7101161479949951,0,9
algebra_707,4,0.6866565942764282,0,7
algebra_707,5,0.7603362202644348,0,7
algebra_707,6,0.7997925281524658,0,10
algebra_707,7,0.7343353629112244,0,10
algebra_707,8,0.7792903780937195,0,9
algebra_707,9,0.7330619692802429,0,9
algebra_707,10,0.609356164932251,0,7
algebra_708,1,0.8193590044975281,1,10
algebra_708,2,0.7692326307296753,1,10
algebra_708,3,0.7045442461967468,1,6
algebra_708,4,0.6379313468933105,1,11
algebra_708,5,0.7137715220451355,1,8
algebra_708,6,0.6655553579330444,1,11
algebra_709,1,0.827993631362915,0,9
algebra_709,2,0.7532685399055481,0,10
algebra_709,3,0.7601562142372131,0,10
algebra_709,4,0.4919435679912567,0,8
algebra_709,5,0.6372909545898438,0,9
algebra_709,6,0.5861296057701111,0,10
algebra_709,7,0.547218382358551,0,10
algebra_709,8,0.6249934434890747,0,8
algebra_709,9,0.5573964715003967,0,10
algebra_709,10,0.6174878478050232,0,7
algebra_710,1,0.7124698162078857,0,7
algebra_710,2,0.5600599646568298,0,7
algebra_710,3,0.1783276051282882,0,15
algebra_710,4,0.1824010759592056,0,12
algebra_710,5,0.2033606320619583,0,14
algebra_710,6,0.2031799107789993,0,15
algebra_710,7,0.197716623544693,0,5
algebra_710,8,0.0560413897037506,0,9
algebra_711,1,0.9961941242218018,1,8
algebra_711,2,0.9662324786186218,1,7
algebra_711,3,0.97801274061203,1,11
algebra_711,4,0.8235984444618225,1,9
algebra_711,5,0.8313683271408081,1,11
algebra_711,6,0.8725021481513977,1,10
algebra_711,7,0.7801948189735413,1,10
algebra_712,1,0.9917126893997192,1,15
algebra_712,2,0.9697332978248596,1,7
algebra_712,3,0.9852865934371948,1,10
algebra_712,4,0.9805558323860168,1,15
algebra_712,5,0.9842181205749512,1,10
algebra_712,6,0.9510003924369812,1,7
algebra_712,7,0.906558632850647,1,11
algebra_712,8,0.9210122227668762,1,11
algebra_712,9,0.9178293943405152,1,7
algebra_712,10,0.9265084266662598,1,5
algebra_713,1,0.9960018992424012,1,8
algebra_713,2,0.9983311295509338,1,12
algebra_713,3,0.99652498960495,1,13
algebra_713,4,0.9971596002578736,1,11
algebra_713,5,0.9944116473197936,1,10
algebra_713,6,0.9900767207145692,1,8
algebra_713,7,0.9961018562316896,1,11
algebra_713,8,0.9875516295433044,1,12
algebra_714,1,0.8534777164459229,0,11
algebra_714,2,0.804867684841156,0,18
algebra_714,3,0.8017936944961548,0,13
algebra_714,4,0.8455092310905457,0,13
algebra_714,5,0.7546742558479309,0,12
algebra_714,6,0.7213788032531738,0,15
algebra_714,7,0.6743977665901184,0,6
algebra_714,8,0.5802804827690125,0,6
algebra_714,9,0.5762643814086914,0,13
algebra_714,10,0.3831903636455536,0,9
algebra_714,11,0.3280545771121979,0,11
algebra_715,1,0.8854690790176392,1,4
algebra_715,2,0.698733925819397,1,4
algebra_715,3,0.6576762795448303,1,4
algebra_715,4,0.6620107889175415,1,4
algebra_715,5,0.6158962845802307,1,5
algebra_715,6,0.5337520837783813,1,3
algebra_716,1,0.9958274960517884,1,7
algebra_716,2,0.9662781953811646,1,8
algebra_716,3,0.8590579628944397,1,4
algebra_716,4,0.6022717952728271,1,4
algebra_716,5,0.5604744553565979,1,5
algebra_717,1,0.988549530506134,1,15
algebra_717,2,0.9945586323738098,1,15
algebra_717,3,0.9912831783294678,1,10
algebra_717,4,0.9771423935890198,1,9
algebra_717,5,0.8905310034751892,1,10
algebra_717,6,0.9007285237312316,1,7
algebra_718,1,0.9889617562294006,1,8
algebra_718,2,0.9821223020553588,1,9
algebra_718,3,0.9478342533111572,1,11
algebra_718,4,0.8433102965354919,1,7
algebra_718,5,0.5656160116195679,1,7
algebra_718,6,0.4396190941333771,1,7
algebra_718,7,0.4598824083805084,1,12
algebra_719,1,0.1760711967945099,0,25
algebra_719,2,0.4132301807403564,0,13
algebra_719,3,0.6114037036895752,0,17
algebra_719,4,0.5101170539855957,0,12
algebra_719,5,0.4085629284381866,0,12
algebra_719,6,0.2620709240436554,0,12
algebra_720,1,0.9423288702964784,1,8
algebra_720,2,0.8797136545181274,1,8
algebra_720,3,0.834788978099823,1,13
algebra_720,4,0.8598874807357788,1,14
algebra_720,5,0.8394904732704163,1,12
algebra_720,6,0.8261638283729553,1,5
algebra_720,7,0.7267060279846191,1,5
algebra_720,8,0.7413362264633179,1,6
algebra_721,1,0.4830192327499389,0,30
algebra_721,2,0.4451111555099487,0,11
algebra_721,3,0.6173968315124512,0,20
algebra_721,4,0.5096557140350342,0,11
algebra_721,5,0.5297618508338928,0,11
algebra_721,6,0.5225152969360352,0,10
algebra_721,7,0.5850877165794373,0,20
algebra_721,8,0.3757520914077759,0,20
algebra_721,9,0.421690434217453,0,10
algebra_721,10,0.4304573535919189,0,15
algebra_721,11,0.3911996781826019,0,11
algebra_721,12,0.2269586026668548,0,39
algebra_722,1,0.8242617249488831,1,9
algebra_722,2,0.7858259081840515,1,6
algebra_722,3,0.8119738101959229,1,5
algebra_722,4,0.751759946346283,1,16
algebra_722,5,0.719389021396637,1,16
algebra_722,6,0.6357637047767639,1,3
algebra_722,7,0.5564805269241333,1,3
algebra_722,8,0.6131628155708313,1,16
algebra_722,9,0.6032660007476807,1,3
algebra_722,10,0.5693073868751526,1,9
algebra_723,1,0.9023752808570862,0,18
algebra_723,2,0.846366822719574,0,23
algebra_723,3,0.8323178887367249,0,17
algebra_723,4,0.7870930433273315,0,14
algebra_723,5,0.8502851724624634,0,23
algebra_723,6,0.7425304055213928,0,11
algebra_723,7,0.7625110745429993,0,18
algebra_723,8,0.7120382189750671,0,11
algebra_723,9,0.722294807434082,0,11
algebra_723,10,0.7238588333129883,0,10
algebra_723,11,0.6383044123649597,0,15
algebra_724,1,0.5787485837936401,0,9
algebra_724,2,0.5172122716903687,0,14
algebra_724,3,0.4760977029800415,0,7
algebra_724,4,0.5050695538520813,0,11
algebra_724,5,0.4541496634483337,0,10
algebra_724,6,0.4390637576580047,0,8
algebra_724,7,0.3582675457000732,0,11
algebra_724,8,0.3307408988475799,0,9
algebra_724,9,0.338438332080841,0,8
algebra_725,1,0.9073388576507568,1,20
algebra_725,2,0.8563889265060425,1,15
algebra_725,3,0.8607485890388489,1,15
algebra_725,4,0.8803635835647583,1,9
algebra_725,5,0.8581534624099731,1,9
algebra_725,6,0.7833549976348877,1,4
algebra_725,7,0.651952862739563,1,6
algebra_725,8,0.4557308256626129,1,7
algebra_725,9,0.4490863680839538,1,3
algebra_725,10,0.424553632736206,1,5
algebra_725,11,0.1949580758810043,1,14
algebra_726,1,0.5246800780296326,1,13
algebra_726,2,0.4121918380260467,1,12
algebra_726,3,0.4652850031852722,1,11
algebra_726,4,0.5541293025016785,1,7
algebra_726,5,0.6355211138725281,1,6
algebra_727,1,0.9326565861701964,1,15
algebra_727,2,0.9057020545005798,1,17
algebra_727,3,0.7407765984535217,1,11
algebra_727,4,0.4903385639190674,1,16
algebra_727,5,0.5053250789642334,1,15
algebra_727,6,0.5344018340110779,1,11
algebra_727,7,0.400461733341217,1,16
algebra_727,8,0.4081680178642273,1,13
algebra_727,9,0.3967011570930481,1,7
algebra_728,1,0.9703096151351928,1,16
algebra_728,2,0.9840964078903198,1,10
algebra_728,3,0.9749100804328918,1,5
algebra_728,4,0.9116071462631226,1,10
algebra_728,5,0.8701565861701965,1,5
algebra_728,6,0.7803314924240112,1,5
algebra_728,7,0.7190662622451782,1,5
algebra_728,8,0.576170802116394,1,20
algebra_728,9,0.2542716264724731,1,12
algebra_729,1,0.9917944073677064,1,17
algebra_729,2,0.9780160784721376,1,5
algebra_729,3,0.954200029373169,1,11
algebra_729,4,0.9562305212020874,1,3
algebra_729,5,0.9317358732223512,1,5
algebra_729,6,0.9001611471176147,1,5
algebra_729,7,0.8769198060035706,1,3
algebra_729,8,0.8728160262107849,1,3
algebra_729,9,0.8840541839599609,1,5
algebra_729,10,0.9188297986984252,1,3
algebra_730,1,0.9228713512420654,0,15
algebra_730,2,0.752906084060669,0,16
algebra_730,3,0.6952410340309143,0,12
algebra_730,4,0.6879785656929016,0,12
algebra_730,5,0.6152011752128601,0,10
algebra_730,6,0.6038351058959961,0,12
algebra_730,7,0.5660353899002075,0,10
algebra_730,8,0.6003471612930298,0,11
algebra_730,9,0.5513576865196228,0,8
algebra_730,10,0.5424211621284485,0,16
algebra_730,11,0.4980287551879883,0,26
algebra_730,12,0.5097882151603699,0,13
algebra_731,1,0.9927802681922911,1,5
algebra_731,2,0.9986298084259032,1,7
algebra_731,3,0.9985681772232056,1,5
algebra_731,4,0.99894779920578,1,7
algebra_731,5,0.99056214094162,1,6
algebra_731,6,0.9947029948234558,1,7
algebra_732,1,0.9099443554878236,1,14
algebra_732,2,0.9298384189605712,1,13
algebra_732,3,0.9390955567359924,1,13
algebra_732,4,0.1768792271614074,1,9
algebra_732,5,0.2081543952226638,1,9
algebra_732,6,0.2667062878608703,1,9
algebra_733,1,0.9988653659820556,1,15
algebra_733,2,0.9985393285751344,1,12
algebra_733,3,0.9990919828414916,1,17
algebra_733,4,0.9976929426193236,1,7
algebra_733,5,0.9955654740333556,1,11
algebra_733,6,0.9686968922615052,1,8
algebra_733,7,0.9954936504364014,1,5
algebra_733,8,0.997099995613098,1,18
algebra_733,9,0.9907217025756836,1,11
algebra_734,1,0.6516571640968323,0,22
algebra_734,2,0.7511728405952454,0,19
algebra_734,3,0.8022104501724243,0,16
algebra_734,4,0.7272247076034546,0,7
algebra_734,5,0.7186055779457092,0,6
algebra_734,6,0.6637677550315857,0,5
algebra_734,7,0.5196832418441772,0,15
algebra_734,8,0.4139467179775238,0,18
algebra_734,9,0.4942629635334015,0,6
algebra_734,10,0.4144562482833862,0,6
algebra_734,11,0.3173018991947174,0,6
algebra_735,1,0.9123123288154602,1,9
algebra_735,2,0.9189980030059814,1,9
algebra_735,3,0.8312426209449768,1,9
algebra_735,4,0.7430387735366821,1,9
algebra_735,5,0.8161188960075378,1,14
algebra_735,6,0.7469316124916077,1,13
algebra_735,7,0.3605048656463623,1,11
algebra_735,8,0.5196936726570129,1,17
algebra_735,9,0.5032762885093689,1,10
algebra_735,10,0.4059380292892456,1,14
algebra_735,11,0.3590502142906189,1,19
algebra_735,12,0.353713721036911,1,12
